ID,Common Name,Scientific Name,Plant Type,Height,Spread,Root Depth,Seasonal Interest,Notes,Flower Color,Root Type,Bloom Time,Fruit Time,Texture,Form,Growth Rate,Insect Predation,Disease,Light,Hardiness Zone,Soil Moisture,Soil pH,Ecological Function,Human Use/Crop,Region
3197,Cocoplum,Chrysobalanus icaco,Evergreen Shrub,15,14,0,All Year,"Leaves grow in flushes throughout the year and flowers and fruit are produced year round. Polymorphic; form varies under different conditions, such as a short horizontal growing habit in coastal zones. Survives in fertile and infertile soils. ",White,Tap,,,Medium,Rounded,Moderate,,,"Full_Sun, Partial_Shade",13-Oct,Moderate,6.6 - 8.4,"Erosion Control, Hedge, Insectory, Water Purifier, Wildlife Food, Windbreak","Aromatics/Fragrance, Biomass, Dye, Food, Medicine, Oil, Wax, Resin or Polish, Ornamental, Wood",
2861,Star Apple,Chrysophyllum cainito,Evergreen Tree,100,0,0,All Year,"Young trees intolerant of frost. Flowering correlates with main new shoot growth, mostly in rainy season. Fruits ripen 4-5 months after flowering. Needs well-drained soils. Thrives in areas with a distinct dry season. Some cultivars need cross-pollination","Purple, White, Yellow",,,Winter - Summer,Coarse,Spreading,Moderate,Medium,Medium,Full_Sun,11-Sep,Moderate,5.0 - 6.0,Wildlife Food,"Dye, Fiber, Food, Medicine, Ornamental, Wood",
3034,Vetiver Grass,Chrysopogon zizanioides,Grass,80,35,100,All Year,Plant in loose soils for easy harvesting. Best in a hot and humid climate. There are two forms of C. zizanioides that vary in characteristics. Spreads naturally only in swampy areas. ,,"Short Rhizome, Fibrous Deep",,,Fine,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-Jul,"Wet, Moderate",4.0 - 9.0,"Domestic Animal Forage, Erosion Control, Hedge, Herbicide, Insecticide, Reclamator, Soil Cultivator, Toxin Absorber, Water Purifier","Aromatics/Fragrance, Essential Oil, Fiber, Food, Medicine, Soap",
3119,Chickpea,Cicer arietinum,Annual,40,45,40,Spring-Summer,Chickpeas grow best in well-drained soils. ,"Purple, White","Tap, Fibrous Shallow",Spring - ?,Summer - ?,Medium,Mound,Fast,Major,Medium,Full_Sun,12-Sep,"Moderate, Dry",5.5 - 8.6,"Domestic Animal Forage, Nitrogen Fixer","Biomass, Dye, Food, Medicine, Oil, Wax, Resin or Polish",
2181,Chicory,Cichorium intybus,Perennial,48,24,8,Summer-Fall,Blooms summer to early fall; medium-blue flowers,Blue,Tap,Summer - Fall,,Medium,Upright,Fast,,,"Full_Sun, Partial_Shade",10-Feb,Moderate,6.6 - 7.8,"Dynamic Accumulator, Insectory, Mulch Maker","Biomass, Compost, Dye, Food, Medicine",
3198,Quinine Tree,Cinchona pubescens,Evergreen Tree,40,0,0,,Polymorphic; physical appearance can vary greatly. Flowers and fruits throughout the year. Best in organically rich soils. Disease/pest damage increases outside native range. Produces root suckers. Seeds wind dispersed.  ,"Pink, Rose","Tap, Fibrous Shallow",,,Coarse,Upright,Fast,Minor,Minor,"Full_Sun, Partial_Shade",12-Oct,"Wet, Moderate",4.5 - 6.5,"Erosion Control, Insectory","Aromatics/Fragrance, Coppice, Food, Medicine, Ornamental, Wood",
3043,Cinnamon,Cinnamomum verum,Deciduous Tree,60,0,0,All Year,Continual coppicing for harvesting bark results in different growth form of a dense bush. Avoid planting in rocky/stony ground. Bloom time listed is for Sri Lanka.,"Cream, Yellow","Fibrous Deep, Tap",Winter - ?,,Coarse,Upright,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",12-Sep,Moderate,5.5 - 7.1,"Insectory, Wildlife Food","Aromatics/Fragrance, Essential Oil, Food, Medicine",
3230,"Ivy, Oakleaf (Grape Ivy)",Cissus rhombifolia,Vine,120,72,0,All Year,Best in well-draining soils. Easily re-sprouts from stem cuttings. Nutrient rich soils yield best foliage color. ,Green,,Spring - Summer,Summer - Fall,Medium,Climbing,Fast,Minor,Minor,"Partial_Shade, Shade",12-Oct,Moderate,5.5 - 6.2,Air Cleaner,"Container Garden, Hanging Basket, Ornamental",
2473,Watermelon,Citrullus lantanus,Annual,12,180,10,Summer,"Dry conditions can produce the sweetest fruit, and humidity can suppress sugar production. Grows best in well-drained soils. ",,"Tap, Fibrous Shallow",Summer - ?,Summer - ?,Coarse,Vine,Fast,Medium,Medium,Full_Sun,11-Feb,Moderate,6.0 - 7.0,Domestic Animal Forage,"Food, Medicine, Soap",
2862,Key Lime,Citrus aurantifolia,Evergreen Tree,13,10,40,All Year,"Fruits propagated from air-layering can produce as early as their first year or second year. Peak fruiting time tends to be April-May in Florida.  Very sensitive to cold, needs very good drainage. ","Purple, White","Fibrous Shallow, Tap",Fall - Winter,Fall - Winter,Coarse,Rounded,Moderate,Medium,Major,"Full_Sun, Partial_Shade",11-Sep,"Wet, Moderate",6.0 - 6.5,Insectory,"Aromatics/Fragrance, Cleanser/Scourer, Dye, Food, Medicine, Ornamental",
3018,Kumquat,Citrus japonica,Evergreen Tree,20,12,40,All Year,Higher cold tolerance than most citrus. HIghly resistant/immune to citrus canker. Can be overwintered indoors in pots in colder climates. ,White,"Fibrous Shallow, Tap",Early Spring - Early Summer,Fall - Spring,Coarse,Rounded,Slow,Minor,Minor,"Full_Sun, Partial_Shade",11-Aug,"Wet, Moderate",5.0 - 7.5,Insectory,"Aromatics/Fragrance, Container Garden, Essential Oil, Food",
2863,Lemon,Citrus limon,Evergreen Tree,20,15,40,All Year,"Fruit may take a year to fully mature after flowering. Can work well as a potted plant in cold climates. One of the least cold-hardy citruses, but can ripen under cooler temperatures than oranges and grapefruit. Resistant to verticillium.","Pink, White","Fibrous Shallow, Tap",Spring - Early Summer,Summer,Coarse,Rounded,Moderate,Medium,Major,Full_Sun,11-Sep,Moderate,5.5 - 6.5,"Hedge, Insectory, Wildlife Food","Aromatics/Fragrance, Cleanser/Scourer, Essential Oil, Food, Medicine, Oil, Wax, Resin or Polish, Ornamental, Soap, Wood",
3023,Pomelo,Citrus maxima,Evergreen Tree,25,18,40,All Year,Can reach up to 50ft when under favorable wild conditions. Pomelos flower 2-4 times per year. In Florida fruits commonly ripen from November to February with an additional small crop during the spring. ,White,"Fibrous Shallow, Tap",Fall - Winter,Winter - ?,Coarse,Rounded,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",11-Sep,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Insectory, Reclamator","Aromatics/Fragrance, Essential Oil, Fiber, Medicine, Ornamental, Wood",
3019,Citron,Citrus medica,Evergreen Tree,15,12,40,All Year,"Flowers throughout the year, but most abundantly in spring in the subtropics. Most tender to cold of the citrus species. Fruit shape highly variable .","Pink, Purple, White","Tap, Fibrous Shallow",Early Spring - Fall,Winter - ?,Coarse,Upright,Slow,Medium,Medium,Full_Sun,11-Oct,Dry,6.5 - 7.0,"Domestic Animal Forage, Insectory","Aromatics/Fragrance, Essential Oil, Food, Insect Repellent, Medicine, Ornamental",
3020,Mandarin Orange,Citrus reticulata,Evergreen Tree,26,12,42,All Year,"The plant is more cold-hardy than other citrus species, however the fruits are very sensitive to cold. Cultivars vary in their ecological requirements.  Windbreaks are recommended to protect from high winds. ",White,"Tap, Fibrous Shallow",Early Spring - Spring,Winter - ?,Coarse,Rounded,Moderate,Minor,Minor,Full_Sun,11-Sep,"Moderate, Dry",6.0 - 6.8,Insectory,"Aromatics/Fragrance, Essential Oil, Food",
2866,Orange,Citrus sinensis,Evergreen Tree,45,20,40,All Year,Fruit maturation takes 9-12 months. Generally intolerant of humidity. Hardiness and other tolerances can vary depending on the specific cultivar and root stalk used when grafting. It is recommended to plant windbreaks to protect them. ,"Green, Pink, White","Fibrous Shallow, Tap",Early Spring - Early Summer,Fall - Spring,Coarse,Rounded,Moderate,Medium,Major,"Full_Sun, Partial_Shade",11-Sep,"Wet, Moderate",5.0 - 8.0,Insectory,"Aromatics/Fragrance, Cleanser/Scourer, Essential Oil, Food, Insect Repellent, Medicine, Ornamental, Wood",
3016,Persian Lime,Citrus x latifolia,Evergreen Tree,20,0,40,All Year,More cold-hardy and than the key lime (Citrus aurantifolia). It is also less vigorous and allows for closer plant spacing. They require more consistent water and fertilizer because of their year-round growth (peak fruiting is July to September). ,White,"Fibrous Shallow, Tap",,,Coarse,Rounded,Moderate,Major,Medium,Full_Sun,11-Sep,Moderate,5.5 - 6.5,Insectory,"Aromatics/Fragrance, Cleanser/Scourer, Essential Oil, Food",
3044,Mandarin Lime ,Citrus x limonia,Evergreen Tree,20,0,40,All Year,"Endures freezes better than standard lime and lemon.  Similar to the Kusiae and Otaheite limes. Good drainage is very important. Does well in containers, even when slightly root-bound (they will dwarf in response). Used often as a rootstock. ","Purple, White","Fibrous Shallow, Tap",,Winter - ?,Coarse,Spreading,Fast,Medium,Medium,Full_Sun,11-Sep,Moderate,5.0 - 8.0,Insectory,"Cleanser/Scourer, Food, Medicine, Ornamental",
3024,Meyer Lemon,Citrus x meyeri,Evergreen Shrub,10,8,40,All Year,"Avoid poorly drained soils. WIll bear fruit year-round if it is warm enough, but will go into dormancy if temperatures drop below 55F. May be used as a potted plant in cold climates - indoor plants usually fruit in spring. Lifespan increased when grafted ","Purple, White","Fibrous Shallow, Tap",Early Spring - Early Winter,Winter - ?,Coarse,Rounded,Slow,Minor,Minor,"Full_Sun, Partial_Shade",11-Sep,Moderate,6.0 - 7.0,Insectory,"Aromatics/Fragrance, Food, Ornamental",
2864,Grapefruit,Citrus x paradisi,Evergreen Tree,40,30,42,All Year,Temperature differences change the amount of time from flowering to fruit maturity. Dwarf varieties vary significantly in size. ,White,"Fibrous Shallow, Tap",,Spring,Coarse,Spreading,Moderate,Minor,Minor,Full_Sun,11-Oct,Moderate,6.5 - 7.3,"Fungicide, Insectory","Aromatics/Fragrance, Essential Oil, Food, Medicine, Ornamental, Wood",
164,Virginsbower Clematis,Clematis virginiana,Vine,2,1,14,Summer,"Vigorous vine that climbs by twisting leafstalks.  Can be used as a ground cover for steep banks.  Diseases--leaf spot, powdery mildew, and leaf blight--rarely serious.  Any portion of this plant is considered poisonous.  Fruit is plume-like.",White,Fibrous Deep,Early Summer - Late Summer,,Medium,Climbing,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-Mar,"Wet, Moderate, Dry",5.0 - 6.8,"Insectory, Nurse",,
3123,Butterfly Pea,Clitoria ternatea,Vine,196,0,0,Summer,"Morphology can vary significantly depending on the growing conditions. Well adapted to shallow, heavy, alkaline soils. Stems become woody over time. Grown as an annual in temperate climates. ","Blue, White",Tap,Summer - Late Summer,Summer - Fall,Medium,Climbing,Fast,Minor,Minor,"Full_Sun, Partial_Shade",11-Oct,Moderate,5.0 - 8.7,"Domestic Animal Forage, Nitrogen Fixer, Reclamator, Soil Builder","Dye, Food, Hanging Basket, Medicine, Ornamental",
2926,Chaya,Cnidoscolus aconitifolius,Evergreen Shrub,10,7,0,All Year,Extremely rare to set seed and is generally propagated by cuttings. Likes well-drained soils. Can potentially grow as a container plant in cooler climates. Has exceptional pest resistance. Continutal bloomer. ,White,,,,Coarse,Upright,Fast,Minor,Minor,"Full_Sun, Partial_Shade",11-Aug,"Wet, Moderate, Dry",6.1 - 8.5,"Domestic Animal Forage, Hedge, Insectory, Mulch Maker","Food, Medicine, Pollard",
2867,Coconut Palm,Cocos nucifera,Evergreen Tree,100,40,0,All Year,Likes well-drained soil. Can adapt to heavier soils if necessary. Needs minimum of 64 F to produce fruit. needs to be planted with a nitrogen fixer. Roots spread up to 10m horizontally,"Cream, Yellow",Fibrous Shallow,Winter - ?,,Coarse,Umbrella,Moderate,Medium,Major,Full_Sun,12-Oct,Moderate,5.0 - 8.0,"Insectory, Mulch Maker","Fiber, Food, Medicine, Ornamental, Soap, Wood",
3161,Dwarf Coconut Palm,Cocos nucifera Var. nana,Evergreen Tree,60,25,0,All Year,Best in rich well-drained soil. Mostly self-pollinate. Some cultivars show prominent disease resistance. ,White,Fibrous Shallow,Spring - ?,,Coarse,Umbrella,Moderate,Major,Major,Full_Sun,11-Oct,Moderate,5.0 - 8.0,"Insectory, Mulch Maker","Fiber, Food, Medicine, Ornamental, Soap",
3236,Joseph's Coat (Croton),Codiaeum variegatum,Evergreen Shrub,10,7,0,All Year,Needs well-draining soils and a humid environment. Easily propagated with stem cuttings. Flowers a various times throughout the year. ,White,,,,Coarse,Upright,Moderate,Minor,Minor,Partial_Shade,12-Aug,Moderate,6.0 - 6.5,"Air Cleaner, Hedge, Insectory","Container Garden, Cut Flower, Medicine, Ornamental",
2868,Coffee,Coffea arabica,Evergreen Tree,15,15,20,All Year,"Likes deep, organically rich, and well-drained soils. Pruning very important for yields. Wind-break recommended. ",White,"Tap, Fibrous Deep",Late Spring - Early Summer,Summer,Medium,Spreading,Fast,Major,Major,Partial_Shade,11-Oct,Moderate,5.0 - 7.0,"Herbicide, Insectory, Mulch Maker, Wildlife Food","Food, Ornamental, Soap, Wood",
3199,Job's Tears,Coix lacryma-jobi,Grass,78,24,0,,"Monoecious. Mostly grown as an annual, but perennial in frost-free zones. Needs fertile soils for best growth. Non-mycorrhizal. ",Green,Fibrous Deep,Summer - Fall,Fall - ?,Fine,Upright,Moderate,Minor,Minor,Full_Sun,11-Sep,"Wet, Moderate",4.5 - 8.4,"Domestic Animal Forage, Wildlife Food","Fiber, Food, Medicine, Ornamental",
2870,Taro,Colocasia esculenta,Perennial,72,72,5,All Year,Rarely blooms. Best in organically rich soils. Tubers can be removed and stored over winter in cooler climates. There are over 200 cultivars. Roots are generally 30cm in length. Upland and lowland varieties.,"White, Yellow",Corm,,,Coarse,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-Aug,"Wet, Moderate",5.5 - 6.5,"Domestic Animal Forage, Reclamator","Container Garden, Food, Ornamental",
2946,Ti,Cordyline fruticosa,Evergreen Shrub,15,8,0,All Year,Best in well-drained soils and humid environments. Colors may not fully develop in full shade.,"Lavender, White","Rhizome, Fibrous Shallow",Spring - ?,Summer - ?,Coarse,Upright,Moderate,Minor,Minor,"Partial_Shade, Shade",12-Oct,"Wet, Moderate",5.5 - 7.0,Wildlife Food,"Container Garden, Fiber, Food, Medicine, Ornamental",
3108,Redoul,Coriaria myrtifolia,Deciduous Shrub,9,12,0,Spring-Summer,,Green,,Early Spring - Late Spring,Summer - ?,Medium,Rounded,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",10-Jul,"Wet, Moderate",5.0 - 8.5,"Fungicide, Insecticide, Nitrogen Fixer","Dye, Medicine, Ornamental",
37,Roundleaf Dogwood,Cornus rugosa,Deciduous Tree,12,12,18,Summer,Tolerant of heavy clay soil. ,White,Fibrous Shallow,Late Spring - Summer,Summer - ?,Coarse,Rounded,Moderate,Major,Minor,"Full_Sun, Partial_Shade",10-Mar,Moderate,6.4 - 7.8,"Domestic Animal Forage, Hedge, Insectory, Wildlife Food, Windbreak","Coppice, Medicine, Ornamental",
3124,Showy Rattlebox,Crotalaria spectabilis,Evergreen Shrub,6,5,35,Summer-Fall,Grown as a semi-woody annual in temperate climates. ,Yellow,"Tap, Fibrous Deep",Summer - ?,Summer - Fall,Medium,Upright,Fast,Minor,Minor,"Full_Sun, Partial_Shade",11-Sep,Moderate,4.8 - 8.0,"Erosion Control, Insectory, Nitrogen Fixer, Soil Builder","Fiber, Medicine, Ornamental",
3165,"Croton, Purging",Croton tiglium,Evergreen Tree,40,0,0,,Monoecious. ,Brown,,Summer - ?,Fall - Winter,Coarse,Upright,Slow,Minor,Medium,"Full_Sun, Partial_Shade",11-Sep,Moderate,4.5 - 7.5,Insecticide,"Medicine, Oil, Wax, Resin or Polish, Ornamental, Soap",
2528,Honewort,Cryptotaenia canadensis,Perennial,36,36,0,Summer-Fall,,"Cream, White",Tap,Early Summer - Early Fall,,Medium,Irregular,Moderate,Minor,Minor,"Partial_Shade, Shade",10-Apr,"Wet, Moderate",5.5 - 8.5,"Insectory, Wildlife Food",Food,
3175,Cumin,Cuminum cyminum,Annual,12,0,4,,"Needs well-drained, fertile soil.Many cultivars and selections that vary in yield, flavor, fruit color, and oil content. Plants are hermaphroditic. ","Rose, White",Tap,Spring - Summer,Summer - Fall,Fine,Upright,Fast,Major,Medium,Full_Sun,10-Jul,"Moderate, Dry",5.0 - 8.0,Insectory,"Aromatics/Fragrance, Essential Oil, Food, Medicine",
2872,Turmeric,Curcuma longa,Perennial,40,0,3,,"Grows best in a warm, hot climate. Fruit and seeds generally not produced. Needs soils with good drainage. Plants may not reliably flower.","Pink, White, Yellow",Rhizome,Summer - Fall,,Coarse,Arching,Moderate,Medium,Medium,"Full_Sun, Partial_Shade",10-Jul,"Wet, Moderate",6.1 - 7.5,"Fungicide, Insecticide","Aromatics/Fragrance, Dye, Food, Medicine, Ornamental",
2873,"Tree Fern, Rough",Cyathea australis,Fern,25,20,0,All Year,May be deciduous in cool areas. Best in hummus-rich and well-drained soils. Tolerant of drought only once established and mature.  Can tolerate full sun if roots are kept sufficiently moist. ,,"Rhizome, Fibrous Shallow",,,Medium,Upright,Fast,Minor,Minor,Partial_Shade,10-Aug,"Wet, Moderate",4.5 - 6.0,,"Container Garden, Ornamental",
3240,"Cyclamen, Florist's",Cyclamen persicum,Perennial,12,12,6,Fall-Winter,"Best in organically rich, well-draining soils. Do not water during summer dormancy. ","Lavender, Pink, Red, White",Corm,Fall - Spring,,Medium,Clump,Moderate,Minor,Medium,"Partial_Shade, Shade",11-Sep,Moderate,5.5 - 7.5,Air Cleaner,"Aromatics/Fragrance, Container Garden, Ornamental",
3042,Lemongrass,Cymbopogon citratus,Grass,72,48,0,All Year,Rarely flowers. Roots may be hardy toZ  Zone 8b. Prefers good drainage. Will tolerate a wide range in soils with care. Tolerant of black walnut and air pollution. Leaf edges can be sharp. May work well in rain gardens. ,"Purple, Red","Short Rhizome, Fibrous Deep",,,Fine,Clump,Fast,Minor,Minor,Full_Sun,11-Oct,"Wet, Moderate",5.0 - 5.8,"Erosion Control, Fungicide, Mulch Maker, Reclamator, Soil Cultivator","Aromatics/Fragrance, Food, Insect Repellent, Medicine, Ornamental",
2635,Orchardgrass,Dactylis glomerata,Grass,48,0,12,Summer,Cool-season perennial bunchgrass that establishes well on drier sites.,Green,Fibrous Shallow,Late Spring - Early Summer,,Fine,Clump,Moderate,Minor,Minor,,10-Feb,Moderate,5.0 - 7.5,"Domestic Animal Forage, Reclamator, Wildlife Food, Wildlife Habitat",,
3115,False Hemp,Datisca cannabina,Perennial,96,72,0,Summer,Prefers well-drained soil. Dioecious. ,"Cream, Green, Yellow",Fibrous Deep,Summer - Fall,Fall - ?,Fine,Arching,Fast,Minor,Minor,Full_Sun,11-Jun,Moderate,5.0 - 7.5,Nitrogen Fixer,"Dye, Medicine, Ornamental",
7002,Ice Plant,Delosperma cooperi (Mesembryanthemum cooperi),Perennial,6,24,0,Summer-Fall,,"Purple, Red",Rhizome,Summer - Fall,Fall,Medium,Matlike,Fast,Minor,Minor,Full_Sun,10-Jun,Dry,6.5 - 7.5,"Erosion Control, Groundcover, Insectory","Container Garden, Ornamental",
7003,Yellow Ice Plant,Delosperma nubigenum,Perennial,4,24,0,Summer-Fall,,Yellow,Rhizome,Summer - Fall,Fall,Medium,Matlike,Fast,Minor,Minor,Full_Sun,10-Jun,Dry,6.5 - 7.5,"Groundcover, Insectory","Container Garden, Ornamental",
3232,"Orchid, Dendrobium",Dendrobium spp. ,,48,48,24,,"This genus contains numerous species, cultivars, and hybrids that vary in their cultural requirements. Epiphytic, produce pseudobulbs that range in length. Best in at least 50% humidity. Evergreen or deciduous, some are winter-dormant.","Brown, Green, Orange, Pink, Purple, White, Yellow",Bulb,,,Coarse,Upright,Moderate,Minor,Minor,Partial_Shade,12-Sep,Moderate,6.1 - 7.5,Air Cleaner,"Container Garden, Cut Flower, Food, Hanging Basket, Medicine, Ornamental",
2973,Rough Bamboo,Dendrocalamus asper,Grass,100,50,10,All Year,"Clumping bamboo. Roots spread horizontally. Thai and Indonesian clones differ. Lower culms show aerial roots. Flowers every 60-100 years. Can grow in a variety of different soils, best in those that are well-drained at elevations of 400 - 500 m.",,"Fibrous Shallow, Rhizome",,,Coarse,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",11-Sep,"Wet, Moderate",5.0 - 7.0,"Erosion Control, Mulch Maker, Soil Builder, Wildlife Habitat","Food, Ornamental, Wood",
2974,Black Asper Bamboo,Dendrocalamus asper 'Betung Hitam',Grass,100,50,0,All Year,"Clumping bamboo. Largest known black bamboo, rare. Hairy culms. Bamboos can grow in a variety of soils, but do best in those with good drainage. Roots extend horizontally. ",,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",11-Oct,"Wet, Moderate",6.1 - 7.5,"Erosion Control, Mulch Maker, Soil Builder, Wildlife Habitat","Food, Ornamental, Wood",
2975,Velvet Leaf Bamboo,Dendrocalamus brandisii,Grass,120,60,0,All Year,"Clumping bamboo. Roots extend horizontally. Can tolerate a range of soils, best in those that are well-drained. Known to flower sporadically and gregariously (appx. every 45-50 years), last known flowering in 1987. ",,"Rhizome, Fibrous Shallow",,,Coarse,Clump,Fast,Medium,Medium,"Full_Sun, Partial_Shade",11-Sep,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Mulch Maker, Soil Builder, Wildlife Habitat","Biomass, Fiber, Food, Ornamental, Wood",
2976,Hamilton's Bamboo,Dendrocalamus hamiltonii,Grass,80,40,12,All Year,"Clumping bamboo. Can grow in a variety of soils, best in those that are well drained. Roots extend horizontally. ",,"Fibrous Shallow, Rhizome",,,Medium,Arching,Fast,Minor,Minor,"Full_Sun, Partial_Shade",11-Sep,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Reclamator, Soil Builder, Wildlife Habitat","Fiber, Food, Ornamental, Wood",
2977,Mei-Nung Bamboo,Dendrocalamus latiflorus 'Mei-Nung',Grass,65,35,10,All Year,"Clumping bamboo. Does well in a range of soil types, best in those that are well-drained. ",,"Fibrous Shallow, Rhizome",,,Coarse,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",11-Sep,"Wet, Moderate",4.5 - 7.5,"Erosion Control, Hedge, Mulch Maker, Soil Builder, Wildlife Habitat","Fiber, Food, Ornamental, Wood",
2960,White Bamboo,Dendrocalamus membranacea,Grass,79,40,10,All Year,"Clumping bamboo. Roots extend horizontally. Can tolerate a range of soils, best in those with good drainage. Last known flowering in 1994. ",,"Fibrous Shallow, Rhizome",,,Medium,Arching,Moderate,Minor,Minor,Full_Sun,11-Sep,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Mulch Maker, Soil Builder, Wildlife Habitat","Fiber, Food, Ornamental, Wood",
2978,Angel Mist Bamboo,Dendrocalamus minor 'Amoenus',Grass,40,20,0,All Year,,"Green, White, Yellow",Rhizome,,,Medium,Upright,Fast,,,"Full_Sun, Partial_Shade",11-Sep,Wet,0.0 - 0.0,"Air Cleaner, Erosion Control, Mulch Maker, Soil Builder","Biomass, Food, Wood",
2979,Solid Bamboo,Dendrocalamus strictus,Grass,65,35,10,All Year,Clumping bamboo. Gregarious flowering every 24-45 years with sporadic flowering almost every year. Leaf size and culm density varies in wet versus dry conditions. ,,"Fibrous Shallow, Rhizome",Late Fall - Winter,Winter - Spring,Coarse,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",11-Sep,"Wet, Moderate",5.5 - 7.5,"Domestic Animal Forage, Erosion Control, Erosion Control, Mulch Maker, Soil Builder, Wildlife Habitat","Fiber, Food, Medicine, Ornamental, Wood",
3059,Elegant Tick Trefoil,Desmodium elegans,Deciduous Shrub,6,6,0,Summer-Fall,"Grows best in fertile, well-drained soils. ",Pink,,Late Summer - Early Fall,Fall - ?,Medium,Upright,Moderate,Minor,Medium,Full_Sun,11-Sep,Moderate,5.5 - 7.5,"Erosion Control, Hedge, Insectory, Nitrogen Fixer","Fiber, Medicine, Ornamental, Wood",
3078,Coin-Leaf Desmodium,Desmodium styracifolium,Perennial,40,40,0,,Prefers well-drained soil.,"Lavender, Purple",Tap,Late Spring - Summer,Summer - Fall,Medium,Prostrate,Moderate,,,Full_Sun,12-Oct,"Wet, Moderate",5.5 - 7.5,"Erosion Control, Nitrogen Fixer, Soil Builder",Medicine,
3217,Dumb Cane,Dieffenbachia spp.,Perennial,120,36,0,All Year,"Prefers high humidity, but can tolerate some dryness. Best in well-draining soil, and prefers a light organic loam. Easily propagated with stem cuttings. ",White,Fibrous Shallow,,,Coarse,Arching,Fast,Medium,Medium,Partial_Shade,12-Oct,Moderate,5.0 - 6.0,Air Cleaner,"Container Garden, Ornamental",
2930,Longan,Dimocarpus longan,Evergreen Tree,45,45,78,All Year,"Best in rich, well-drained soils. Monoecious. Pollination by insects. Flowers best after a short cool/dry season. ","White, Yellow",Fibrous Deep,Spring - ?,Summer - Fall,Coarse,Spreading,Moderate,Medium,Medium,"Full_Sun, Partial_Shade",12-Oct,"Wet, Moderate",5.5 - 6.5,,"Biomass, Food, Medicine, Ornamental, Soap, Wood",
2932,Black Sapote,Diospyros nigra,Evergreen Tree,60,40,0,,"Flowers borne on new shoots, harvesting based on flushes. Flowers are self-incompatible, best to plant multiple trees. ",White,,Spring - ?,Summer - Fall,Coarse,Rounded,Slow,Minor,Minor,Full_Sun,11-Oct,"Wet, Moderate",6.0 - 7.0,,"Food, Medicine, Ornamental, Wood",
3113,Hairy Canary Clover,Dorycnium hirsutum,Evergreen Shrub,2,3,20,Summer-Fall,Hairy canary flower often self-sows. It may only be reliably evergreen to zone 8. Needs well-drained soils. ,Pink,Fibrous Deep,Summer - Fall,Fall - ?,Medium,Prostrate,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",10-Jun,"Moderate, Dry",6.1 - 7.8,"Domestic Animal Forage, Erosion Control","Container Garden, Ornamental",
3204,Dracaena 'Janet Craig',Dracaena deremensis 'Janet Craig',Evergreen Shrub,15,8,0,All Year,Reduced growth rate in shade. Needs well-draining soil. Almost never flowers as a houseplant. ,White,Fibrous Shallow,Summer - ?,,Coarse,Upright,Moderate,Minor,Minor,"Partial_Shade, Shade",11-Oct,Moderate,0.0 - 0.0,Air Cleaner,"Container Garden, Ornamental",
3213,"Dracaena 'Warneckei""",Dracaena deremensis 'Warneckei',Evergreen Shrub,10,6,0,All Year,Avoid watering with tap water containing fluoride. Best in well-draining soils. Roots readily from cuttings. ,White,Fibrous Shallow,Summer - ?,Fall - ?,Coarse,Rosette,Slow,Minor,Medium,"Full_Sun, Partial_Shade",11-Oct,Moderate,5.5 - 7.0,"Air Cleaner, Hedge","Container Garden, Ornamental",
3214,"Dragon Tree, Madagascar",Dracaena marginata,Evergreen Tree,20,10,0,All Year,Best in well-draining soils. Leaves will re-sprout from trimmed canes. Tolerates dry air. ,White,"Fibrous Deep, Tap",Spring - ?,Summer - ?,Medium,Upright,Slow,Medium,Minor,"Full_Sun, Partial_Shade",12-Oct,Moderate,5.5 - 7.0,"Air Cleaner, Insectory","Aromatics/Fragrance, Container Garden, Ornamental",
2247,Autumn Olive,Elaeagnus umbellata,Deciduous Shrub,12,20,18,Summer-Fall,Flowers May-June; red fruits in August,,,Summer - Early Fall,,,Rounded,Fast,Minor,Minor,Full_Sun,10-May,"Moderate, Dry",5.0 - 7.5,"Erosion Control, Nitrogen Fixer, Nurse, Wildlife Food, Wildlife Habitat",Food,
2875,African Oil Palm,Elaeis guineensis,Evergreen Tree,65,32,55,All Year,3 years to production when not grown from seed. ,Yellow,Fibrous Shallow,,,Coarse,Umbrella,Moderate,Medium,Medium,Full_Sun,11-Oct,"Wet, Moderate",4.0 - 8.0,"Insectory, Reclamator, Wildlife Food","Food, Oil, Wax, Resin or Polish, Ornamental, Soap",
