Species,Common Names,Ranking,Plant Type,Plant Url
Allium parryi,,,Perennial herb,http://calscape.org/Allium-parryi-()
Allium parvum,Small Onion,,Perennial herb,http://calscape.org/Allium-parvum-(Small-Onion)
Allium peninsulare,Mexicali Onion,,Perennial herb,http://calscape.org/Allium-peninsulare-(Mexicali-Onion)
Allium peninsulare var. franciscanum,Franciscan Onion,,Perennial herb,http://calscape.org/Allium-peninsulare-var.-franciscanum-(Franciscan-Onion)
Allium peninsulare var. peninsulare,,,Perennial herb,http://calscape.org/Allium-peninsulare-var.-peninsulare-()
Allium platycaule,Flat Stemmed Onion,,Perennial herb,http://calscape.org/Allium-platycaule-(Flat-Stemmed-Onion)
Allium praecox,Early Onion,,Perennial herb,http://calscape.org/Allium-praecox-(Early-Onion)
Allium sanbornii,Sanborn's Onion,,Perennial herb,http://calscape.org/Allium-sanbornii-(Sanborn's-Onion)
Allium sanbornii var. congdonii,Congdon's Onion,,Perennial herb,http://calscape.org/Allium-sanbornii-var.-congdonii-(Congdon's-Onion)
Allium sanbornii var. sanbornii,Sanborn's Onion,,Perennial herb,http://calscape.org/Allium-sanbornii-var.-sanbornii-(Sanborn's-Onion)
Allium serra,Jeweled Onion,,Perennial herb,http://calscape.org/Allium-serra-(Jeweled-Onion)
Allium sharsmithiae,Sharsmith's Onion,,Perennial herb,http://calscape.org/Allium-sharsmithiae-(Sharsmith's-Onion)
Allium shevockii,Spanish Needle Onion,,Perennial herb,http://calscape.org/Allium-shevockii-(Spanish-Needle-Onion)
Allium siskiyouense,Siskiyou Onion,,Perennial herb,http://calscape.org/Allium-siskiyouense-(Siskiyou-Onion)
Allium tolmiei,Tolmie's Onion,,Perennial herb,http://calscape.org/Allium-tolmiei-(Tolmie's-Onion)
Allium tolmiei var. tolmiei,Tolm's Onion,,Perennial herb,http://calscape.org/Allium-tolmiei-var.-tolmiei-(Tolm's-Onion)
Allium tribracteatum,Threebract Onion,,Perennial herb,http://calscape.org/Allium-tribracteatum-(Threebract-Onion)
Allium tuolumnense,Rawhide Hill Onion,,Perennial herb,http://calscape.org/Allium-tuolumnense-(Rawhide-Hill-Onion)
Allium unifolium,One Leaf Onion,,Perennial herb,http://calscape.org/Allium-unifolium-(One-Leaf-Onion)
Allium validum,Pacific Mountain Onion,,Perennial herb,http://calscape.org/Allium-validum-(Pacific-Mountain-Onion)
Allium yosemitense,Yosemite Onion,,Perennial herb,http://calscape.org/Allium-yosemitense-(Yosemite-Onion)
Allophyllum divaricatum,,,Annual herb,http://calscape.org/Allophyllum-divaricatum-()
Allophyllum gilioides,,,Annual herb,http://calscape.org/Allophyllum-gilioides-()
Allophyllum gilioides ssp. gilioides,,,Annual herb,http://calscape.org/Allophyllum-gilioides-ssp.-gilioides-()
Allophyllum gilioides ssp. violaceum,,,Annual herb,http://calscape.org/Allophyllum-gilioides-ssp.-violaceum-()
Allophyllum glutinosum,,,Annual herb,http://calscape.org/Allophyllum-glutinosum-()
Allophyllum integrifolium,,,Annual herb,http://calscape.org/Allophyllum-integrifolium-()
Allotropa virgata,,,Perennial herb,http://calscape.org/Allotropa-virgata-()
Almutaster pauciflorus,,,Perennial herb,http://calscape.org/Almutaster-pauciflorus-()
Alnus incana,Gray Alder,,Tree,http://calscape.org/Alnus-incana-(Gray-Alder)
Alnus incana ssp. tenuifolia,Mountain Alder,,Tree,http://calscape.org/Alnus-incana-ssp.-tenuifolia-(Mountain-Alder)
Alnus rhombifolia,White Alder,,Tree,http://calscape.org/Alnus-rhombifolia-(White-Alder)
Alnus rubra,Red Alder,,Tree,http://calscape.org/Alnus-rubra-(Red-Alder)
Alnus viridis,Green Alder,,Tree,http://calscape.org/Alnus-viridis-(Green-Alder)
Alnus viridis ssp. sinuata,Sitka Alder,,Tree,http://calscape.org/Alnus-viridis-ssp.-sinuata-(Sitka-Alder)
Alopecurus aequalis,,,Grasses,http://calscape.org/Alopecurus-aequalis-()
Alopecurus aequalis var. aequalis,,,Grasses,http://calscape.org/Alopecurus-aequalis-var.-aequalis-()
Alopecurus aequalis var. sonomensis,Sonoma Alopecurus,,Grasses,http://calscape.org/Alopecurus-aequalis-var.-sonomensis-(Sonoma-Alopecurus)
Alopecurus carolinianus,,,Grasses,http://calscape.org/Alopecurus-carolinianus-()
Alopecurus geniculatus,Water Foxtail,,Grasses,http://calscape.org/Alopecurus-geniculatus-(Water-Foxtail)
Alopecurus saccatus,,,Grasses,http://calscape.org/Alopecurus-saccatus-()
Aloysia wrightii,Oreganillo,,Shrub,http://calscape.org/Aloysia-wrightii-(Oreganillo)
Amaranthus blitoides,Procumbent Pigweed,,Annual herb,http://calscape.org/Amaranthus-blitoides-(Procumbent-Pigweed)
Amaranthus californicus,Californian Amaranth,,Annual herb,http://calscape.org/Amaranthus-californicus-(Californian-Amaranth)
Amaranthus fimbriatus,Fringed Amaranth,,Annual herb,http://calscape.org/Amaranthus-fimbriatus-(Fringed-Amaranth)
Amaranthus palmeri,Palmer's Amaranth,,Annual herb,http://calscape.org/Amaranthus-palmeri-(Palmer's-Amaranth)
Amaranthus powellii,Powell's Amaranth,,Annual herb,http://calscape.org/Amaranthus-powellii-(Powell's-Amaranth)
Amaranthus torreyi,Torrey's Amaranth,,Annual herb,http://calscape.org/Amaranthus-torreyi-(Torrey's-Amaranth)
Amaranthus watsonii,Watson's Amaranth,,Annual herb,http://calscape.org/Amaranthus-watsonii-(Watson's-Amaranth)
Amauriopsis dissecta,,,Perennial herb,http://calscape.org/Amauriopsis-dissecta-()
Amblyopappus pusillus,,,Annual herb,http://calscape.org/Amblyopappus-pusillus-()
Ambrosia acanthicarpa,Annual Bursage,,Annual herb,http://calscape.org/Ambrosia-acanthicarpa-(Annual-Bursage)
Ambrosia ambrosioides,Ambrosia Bursage,,Perennial herb,http://calscape.org/Ambrosia-ambrosioides-(Ambrosia-Bursage)
Ambrosia chamissonis,Beach Bur,,Perennial herb,http://calscape.org/Ambrosia-chamissonis-(Beach-Bur)
Ambrosia chenopodiifolia,San Diego Bursage,,Shrub,http://calscape.org/Ambrosia-chenopodiifolia-(San-Diego-Bursage)
Ambrosia confertiflora,,,Perennial herb,http://calscape.org/Ambrosia-confertiflora-()
Ambrosia dumosa,White Bursage,,Shrub,http://calscape.org/Ambrosia-dumosa-(White-Bursage)
Ambrosia eriocentra,Woolly Bur-sage,,Shrub,http://calscape.org/Ambrosia-eriocentra-(Woolly-Bur-sage)
Ambrosia ilicifolia,Holly-leaved Bur-sage,,Shrub,http://calscape.org/Ambrosia-ilicifolia-(Holly-leaved-Bur-sage)
Ambrosia monogyra,Singlewhorl Burrobrush,,Shrub,http://calscape.org/Ambrosia-monogyra-(Singlewhorl-Burrobrush)
Ambrosia psilostachya,Western Ragweed,,Perennial herb,http://calscape.org/Ambrosia-psilostachya-(Western-Ragweed)
Ambrosia pumila,San Diego Ambrosia,,Perennial herb,http://calscape.org/Ambrosia-pumila-(San-Diego-Ambrosia)
Ambrosia salsola,Cheesebush,,Shrub,http://calscape.org/Ambrosia-salsola-(Cheesebush)
Ambrosia salsola var. pentalepis,,,Shrub,http://calscape.org/Ambrosia-salsola-var.-pentalepis-()
Ambrosia salsola var. salsola,Burrobrush,,Shrub,http://calscape.org/Ambrosia-salsola-var.-salsola-(Burrobrush)
Amelanchier alnifolia,Saskatoon Serviceberry,,Shrub,http://calscape.org/Amelanchier-alnifolia-(Saskatoon-Serviceberry)
Amelanchier alnifolia var. pumila,Glabrous Serviceberry,,Shrub,http://calscape.org/Amelanchier-alnifolia-var.-pumila-(Glabrous-Serviceberry)
Amelanchier alnifolia var. semiintegrifolia,,,Shrub,http://calscape.org/Amelanchier-alnifolia-var.-semiintegrifolia-()
Amelanchier pallida,Pale Serviceberry,,Shrub,http://calscape.org/Amelanchier-pallida-(Pale-Serviceberry)
Amelanchier utahensis,Service Berry,,Shrub,http://calscape.org/Amelanchier-utahensis-(Service-Berry)
Ammannia coccinea,,,Annual herb,http://calscape.org/Ammannia-coccinea-()
Ammannia robusta,,,Annual herb,http://calscape.org/Ammannia-robusta-()
Ammoselinum giganteum,Desert Sand-parsley,,Annual herb,http://calscape.org/Ammoselinum-giganteum-(Desert-Sand-parsley)
Amorpha californica,California False Indigo,,Shrub,http://calscape.org/Amorpha-californica-(California-False-Indigo)
Amorpha californica var. californica,California False Indigo,,Shrub,http://calscape.org/Amorpha-californica-var.-californica-(California-False-Indigo)
Amorpha californica var. napensis,Napa False Indigo,,Shrub,http://calscape.org/Amorpha-californica-var.-napensis-(Napa-False-Indigo)
Amorpha fruticosa,Western False Indigo,,Shrub,http://calscape.org/Amorpha-fruticosa-(Western-False-Indigo)
Amphipappus fremontii,,,Shrub,http://calscape.org/Amphipappus-fremontii-()
Amphipappus fremontii var. fremontii,,,Shrub,http://calscape.org/Amphipappus-fremontii-var.-fremontii-()
Amphipappus fremontii var. spinosus,,,Shrub,http://calscape.org/Amphipappus-fremontii-var.-spinosus-()
Amphiscirpus nevadensis,Great Basin Bulrush,,Grasses,http://calscape.org/Amphiscirpus-nevadensis-(Great-Basin-Bulrush)
Amsinckia douglasiana,Douglas' Fiddleneck,,Annual herb,http://calscape.org/Amsinckia-douglasiana-(Douglas'-Fiddleneck)
Amsinckia eastwoodiae,Eastwood's Fiddleneck,,Annual herb,http://calscape.org/Amsinckia-eastwoodiae-(Eastwood's-Fiddleneck)
Amsinckia furcata,Forked Fiddleneck,,Annual herb,http://calscape.org/Amsinckia-furcata-(Forked-Fiddleneck)
Amsinckia grandiflora,Large-flowered Fiddleneck,,Annual herb,http://calscape.org/Amsinckia-grandiflora-(Large-flowered-Fiddleneck)
Amsinckia intermedia,,,Annual herb,http://calscape.org/Amsinckia-intermedia-()
Amsinckia lunaris,Bent Flowered Fiddleneck,,Annual herb,http://calscape.org/Amsinckia-lunaris-(Bent-Flowered-Fiddleneck)
Amsinckia lycopsoides,Bugloss-flowered Fiddleneck,,Annual herb,http://calscape.org/Amsinckia-lycopsoides-(Bugloss-flowered-Fiddleneck)
Amsinckia menziesii,Menzies' Fiddleneck,,Annual herb,http://calscape.org/Amsinckia-menziesii-(Menzies'-Fiddleneck)
Amsinckia retrorsa,Rigid Fiddleneck,,Annual herb,http://calscape.org/Amsinckia-retrorsa-(Rigid-Fiddleneck)
Amsinckia spectabilis,,,Annual herb,http://calscape.org/Amsinckia-spectabilis-()
Amsinckia spectabilis var. microcarpa,Mesa Fiddleneck,,Annual herb,http://calscape.org/Amsinckia-spectabilis-var.-microcarpa-(Mesa-Fiddleneck)
Amsinckia spectabilis var. spectabilis,Seaside Fiddleneck,,Annual herb,http://calscape.org/Amsinckia-spectabilis-var.-spectabilis-(Seaside-Fiddleneck)
Amsinckia tessellata,Fiddleneck,,Annual herb,http://calscape.org/Amsinckia-tessellata-(Fiddleneck)
Amsinckia tessellata var. gloriosa,Carrizo Fiddleneck,,Annual herb,http://calscape.org/Amsinckia-tessellata-var.-gloriosa-(Carrizo-Fiddleneck)
Amsinckia tessellata var. tessellata,Desert Fiddleneck,,Annual herb,http://calscape.org/Amsinckia-tessellata-var.-tessellata-(Desert-Fiddleneck)
Amsinckia vernicosa,,,Annual herb,http://calscape.org/Amsinckia-vernicosa-()
Amsonia tomentosa,,,Perennial herb,http://calscape.org/Amsonia-tomentosa-()
Anaphalis margaritacea,Pearly Everlasting,,Perennial herb,http://calscape.org/Anaphalis-margaritacea-(Pearly-Everlasting)
Ancistrocarphus filagineus,Woolly Fishhooks,,Annual herb,http://calscape.org/Ancistrocarphus-filagineus-(Woolly-Fishhooks)
Ancistrocarphus keilii,Santa Ynez Groundstar,,Annual herb,http://calscape.org/Ancistrocarphus-keilii-(Santa-Ynez-Groundstar)
Andropogon glomeratus,Bushy Bluestem,,Grasses,http://calscape.org/Andropogon-glomeratus-(Bushy-Bluestem)
Andropogon glomeratus var. scabriglumis,Southwestern Bushy Bluestem,,Grasses,http://calscape.org/Andropogon-glomeratus-var.-scabriglumis-(Southwestern-Bushy-Bluestem)
Androsace elongata,,,"Perennial herb,Annual herb",http://calscape.org/Androsace-elongata-()
Androsace elongata ssp. acuta,California Androsace,,"Perennial herb,Annual herb",http://calscape.org/Androsace-elongata-ssp.-acuta-(California-Androsace)
Androsace septentrionalis,Pygmyflower Rockjasmine,,"Perennial herb,Annual herb",http://calscape.org/Androsace-septentrionalis-(Pygmyflower-Rockjasmine)
Androstephium breviflorum,Small-flowered Androstephium,,Perennial herb,http://calscape.org/Androstephium-breviflorum-(Small-flowered-Androstephium)
Anelsonia eurycarpa,,,Perennial herb,http://calscape.org/Anelsonia-eurycarpa-()
Anemone deltoidea,Columbian Windflower,,Perennial herb,http://calscape.org/Anemone-deltoidea-(Columbian-Windflower)
Anemone drummondii,Drummond's Anemone,,Perennial herb,http://calscape.org/Anemone-drummondii-(Drummond's-Anemone)
Anemone drummondii var. drummondii,,,Perennial herb,http://calscape.org/Anemone-drummondii-var.-drummondii-()
Anemone grayi,,,Perennial herb,http://calscape.org/Anemone-grayi-()
Anemone lyallii,,,Perennial herb,http://calscape.org/Anemone-lyallii-()
Anemone multifida,Pacific Anemone,,Perennial herb,http://calscape.org/Anemone-multifida-(Pacific-Anemone)
Anemone multifida var. multifida,Pacific Anemone,,Perennial herb,http://calscape.org/Anemone-multifida-var.-multifida-(Pacific-Anemone)
Anemone occidentalis,Western Pasque Flower,,Perennial herb,http://calscape.org/Anemone-occidentalis-(Western-Pasque-Flower)
Anemone oregana,Oregon Anemone,,Perennial herb,http://calscape.org/Anemone-oregana-(Oregon-Anemone)
Anemone oregana var. oregana,,,Perennial herb,http://calscape.org/Anemone-oregana-var.-oregana-()
Anemone tuberosa,Tuber Anemone,,Perennial herb,http://calscape.org/Anemone-tuberosa-(Tuber-Anemone)
Anemopsis californica,Yerba Mansa,,Perennial herb,http://calscape.org/Anemopsis-californica-(Yerba-Mansa)
Angelica arguta,Angelica,,Perennial herb,http://calscape.org/Angelica-arguta-(Angelica)
Angelica breweri,,,Perennial herb,http://calscape.org/Angelica-breweri-()
Angelica californica,California Angelica,,Perennial herb,http://calscape.org/Angelica-californica-(California-Angelica)
Angelica callii,Call's Angelica,,Perennial herb,http://calscape.org/Angelica-callii-(Call's-Angelica)
Angelica genuflexa,Kneeling Angelica,,Perennial herb,http://calscape.org/Angelica-genuflexa-(Kneeling-Angelica)
Angelica hendersonii,Coast Angelica,,Perennial herb,http://calscape.org/Angelica-hendersonii-(Coast-Angelica)
Angelica kingii,King's Angelica,,Perennial herb,http://calscape.org/Angelica-kingii-(King's-Angelica)
Angelica lineariloba,Poison Angelica,,Perennial herb,http://calscape.org/Angelica-lineariloba-(Poison-Angelica)
Angelica lucida,Seacoast Angelica,,Perennial herb,http://calscape.org/Angelica-lucida-(Seacoast-Angelica)
Angelica tomentosa,Woolly Angelica,,Perennial herb,http://calscape.org/Angelica-tomentosa-(Woolly-Angelica)
Anisocarpus madioides,Woodland Madia,,Perennial herb,http://calscape.org/Anisocarpus-madioides-(Woodland-Madia)
Anisocarpus scabridus,Scabrid Alpine Tarplant,,Perennial herb,http://calscape.org/Anisocarpus-scabridus-(Scabrid-Alpine-Tarplant)
Anisocoma acaulis,Scale Bud,,Annual herb,http://calscape.org/Anisocoma-acaulis-(Scale-Bud)
Antennaria argentea,,,Perennial herb,http://calscape.org/Antennaria-argentea-()
Antennaria corymbosa,,,Perennial herb,http://calscape.org/Antennaria-corymbosa-()
Antennaria dimorpha,Low Pussytoes,,Perennial herb,http://calscape.org/Antennaria-dimorpha-(Low-Pussytoes)
Antennaria flagellaris,Stoloniferous Pussy-toes,,Perennial herb,http://calscape.org/Antennaria-flagellaris-(Stoloniferous-Pussy-toes)
Antennaria geyeri,,,Perennial herb,http://calscape.org/Antennaria-geyeri-()
Antennaria howellii,,,Perennial herb,http://calscape.org/Antennaria-howellii-()
Antennaria howellii ssp. howellii,,,Perennial herb,http://calscape.org/Antennaria-howellii-ssp.-howellii-()
Antennaria luzuloides,,,Perennial herb,http://calscape.org/Antennaria-luzuloides-()
Antennaria marginata,White-margined Everlasting,,Perennial herb,http://calscape.org/Antennaria-marginata-(White-margined-Everlasting)
Antennaria media,Alpine Pussytoes,,Perennial herb,http://calscape.org/Antennaria-media-(Alpine-Pussytoes)
Antennaria microphylla,Littleleaf Pussytoes,,Perennial herb,http://calscape.org/Antennaria-microphylla-(Littleleaf-Pussytoes)
Antennaria pulchella,Beautiful Pussy-toes,,Perennial herb,http://calscape.org/Antennaria-pulchella-(Beautiful-Pussy-toes)
Antennaria racemosa,,,Perennial herb,http://calscape.org/Antennaria-racemosa-()
Antennaria rosea,Rosy Pussytoes,,Perennial herb,http://calscape.org/Antennaria-rosea-(Rosy-Pussytoes)
Antennaria rosea ssp. confinis,,,Perennial herb,http://calscape.org/Antennaria-rosea-ssp.-confinis-()
Antennaria rosea ssp. rosea,,,Perennial herb,http://calscape.org/Antennaria-rosea-ssp.-rosea-()
Antennaria suffrutescens,Evergreen Everlasting,,Perennial herb,http://calscape.org/Antennaria-suffrutescens-(Evergreen-Everlasting)
Antennaria umbrinella,Brown Pussytoes,,Perennial herb,http://calscape.org/Antennaria-umbrinella-(Brown-Pussytoes)
Anthoxanthum nitens,,,Grasses,http://calscape.org/Anthoxanthum-nitens-()
Anthoxanthum nitens ssp. nitens,Vanilla Grass,,Grasses,http://calscape.org/Anthoxanthum-nitens-ssp.-nitens-(Vanilla-Grass)
Anthoxanthum occidentale,California Vanilla Grass,,Grasses,http://calscape.org/Anthoxanthum-occidentale-(California-Vanilla-Grass)
Antirrhinum cornutum,,,Perennial herb,http://calscape.org/Antirrhinum-cornutum-()
Antirrhinum coulterianum,Coulter Snapdragon,,Annual herb,http://calscape.org/Antirrhinum-coulterianum-(Coulter-Snapdragon)
Antirrhinum filipes,,,Perennial herb,http://calscape.org/Antirrhinum-filipes-()
Antirrhinum kelloggii,Kelloggs' Snapdragon,,Annual herb,http://calscape.org/Antirrhinum-kelloggii-(Kelloggs'-Snapdragon)
Antirrhinum kingii,,,Perennial herb,http://calscape.org/Antirrhinum-kingii-()
Antirrhinum leptaleum,,,Perennial herb,http://calscape.org/Antirrhinum-leptaleum-()
Antirrhinum multiflorum,Withered Snapdragon,,"Perennial herb,Annual herb",http://calscape.org/Antirrhinum-multiflorum-(Withered-Snapdragon)
Antirrhinum nuttallianum,Nuttall's Snapdragon,,"Perennial herb,Annual herb",http://calscape.org/Antirrhinum-nuttallianum-(Nuttall's-Snapdragon)
Antirrhinum nuttallianum ssp. nuttallianum,Nuttall's Snapdragon,,"Perennial herb,Annual herb",http://calscape.org/Antirrhinum-nuttallianum-ssp.-nuttallianum-(Nuttall's-Snapdragon)
Antirrhinum nuttallianum ssp. subsessile,,,"Perennial herb,Annual herb",http://calscape.org/Antirrhinum-nuttallianum-ssp.-subsessile-()
Antirrhinum ovatum,Oval-leaved Snapdragon,,Perennial herb,http://calscape.org/Antirrhinum-ovatum-(Oval-leaved-Snapdragon)
Antirrhinum subcordatum,Dimorphic Snapdragon,,Perennial herb,http://calscape.org/Antirrhinum-subcordatum-(Dimorphic-Snapdragon)
Antirrhinum vexillocalyculatum,Wiry Snapdragon,,Perennial herb,http://calscape.org/Antirrhinum-vexillocalyculatum-(Wiry-Snapdragon)
Antirrhinum vexillocalyculatum ssp. breweri,,,Perennial herb,http://calscape.org/Antirrhinum-vexillocalyculatum-ssp.-breweri-()
Antirrhinum vexillocalyculatum ssp. intermedium,,,Perennial herb,http://calscape.org/Antirrhinum-vexillocalyculatum-ssp.-intermedium-()
Antirrhinum vexillocalyculatum ssp. vexillocalyculatum,,,Perennial herb,http://calscape.org/Antirrhinum-vexillocalyculatum-ssp.-vexillocalyculatum-()
Antirrhinum virga,Twig-like Snapdragon,,Perennial herb,http://calscape.org/Antirrhinum-virga-(Twig-like-Snapdragon)
Anulocaulis annulatus,,,Perennial herb,http://calscape.org/Anulocaulis-annulatus-()
Aphanes occidentalis,,,"Perennial herb,Annual herb",http://calscape.org/Aphanes-occidentalis-()
Aphanisma blitoides,Aphanisma,,Annual herb,http://calscape.org/Aphanisma-blitoides-(Aphanisma)
